order_id,user_id,eval_set,order_number,order_dow,order_hour_of_day,days_since_prior_order
106739,4165,prior,7,2,20,5
1768900,4165,prior,8,2,15,14
657218,4165,prior,9,5,20,3
210024,4165,prior,10,1,13,3
559485,4165,prior,11,0,17,6
1025799,4165,prior,12,3,18,17
1025402,4165,prior,13,2,14,30
1249629,4165,train,14,4,18,16
3333371,4166,prior,1,3,11,NA
1741291,4166,prior,2,1,21,5
2087779,4166,prior,3,0,20,6
2175437,4166,prior,4,1,14,8
2587850,4166,prior,5,3,16,9
1452438,4166,prior,6,0,17,11
2230410,4166,prior,7,2,10,9
1490861,4166,prior,8,1,09,6
2134303,4166,prior,9,5,15,11
2840696,4166,prior,10,2,18,4
3318988,4166,prior,11,1,14,6
3161104,4166,prior,12,1,15,7
2683224,4166,prior,13,2,13,8
1818105,4166,prior,14,1,14,6
3058902,4166,prior,15,0,15,27
346562,4166,prior,16,0,15,0
1548017,4166,prior,17,2,07,9
1069765,4166,prior,18,2,11,7
3079774,4166,prior,19,1,10,6
2520116,4166,prior,20,0,17,6
1107813,4166,prior,21,5,13,5
1601632,4166,prior,22,3,12,5
189445,4166,prior,23,1,09,5
2277969,4166,prior,24,0,14,6
16413,4166,prior,25,5,16,5
2155233,4166,prior,26,1,13,3
2510537,4166,prior,27,0,16,6
402248,4166,prior,28,4,11,11
1717412,4166,prior,29,1,10,11
2001414,4166,prior,30,6,14,5
1924570,4166,prior,31,0,18,8
2862646,4166,prior,32,0,14,7
1059957,4166,prior,33,2,12,9
1443612,4166,prior,34,2,13,7
983935,4166,prior,35,0,15,5
2492149,4166,prior,36,2,14,9
630517,4166,prior,37,0,17,5
2360824,4166,prior,38,0,16,7
1136445,4166,prior,39,0,12,7
3330303,4166,prior,40,0,14,7
1814504,4166,prior,41,5,13,5
1193143,4166,prior,42,6,12,8
1371209,4166,prior,43,2,17,3
1991489,4166,prior,44,0,17,5
1738431,4166,prior,45,0,12,7
852309,4166,prior,46,3,12,10
3075713,4166,prior,47,2,13,6
1640246,4166,prior,48,2,12,7
2758878,4166,prior,49,2,10,7
786125,4166,prior,50,3,18,8
2359073,4166,train,51,4,13,8
426381,4167,prior,1,2,08,NA
2747208,4167,prior,2,0,15,26
1665992,4167,prior,3,0,15,14
1956711,4167,prior,4,0,16,7
1590333,4167,prior,5,0,17,7
1350328,4167,prior,6,4,14,18
3107190,4167,prior,7,2,15,12
378340,4167,prior,8,5,14,10
184351,4167,prior,9,0,17,23
3259202,4167,prior,10,3,16,3
3296028,4167,prior,11,0,18,30
435768,4167,train,12,0,17,28
2479907,4168,prior,1,2,19,NA
2045235,4168,prior,2,1,10,13
687323,4168,prior,3,1,18,7
562253,4168,prior,4,4,20,17
1119304,4168,prior,5,3,19,13
1575624,4168,prior,6,0,16,11
2953332,4168,prior,7,0,18,7
1700409,4168,prior,8,4,20,18
1693596,4168,prior,9,2,16,19
350467,4168,prior,10,0,17,19
1134636,4168,prior,11,4,17,11
1872815,4168,prior,12,0,18,24
645922,4168,prior,13,3,19,24
1953701,4168,prior,14,1,18,12
3239034,4168,prior,15,6,17,12
2158206,4168,prior,16,0,18,15
1813504,4168,test,17,1,17,15
2732842,4169,prior,1,6,14,NA
3107941,4169,prior,2,3,17,4
1934995,4169,prior,3,1,17,19
1630900,4169,train,4,6,09,26
2047395,4170,prior,1,1,11,NA
990283,4170,prior,2,6,12,5
848591,4170,prior,3,3,12,11
1385148,4170,prior,4,5,08,23
89472,4170,prior,5,5,11,14
1506554,4170,prior,6,3,14,5
1382459,4170,prior,7,0,11,30
2663589,4170,prior,8,3,15,3
2598057,4170,prior,9,0,15,4
1994142,4170,prior,10,1,13,1
3383439,4170,prior,11,3,17,2
1798208,4170,prior,12,1,15,5
1121199,4170,prior,13,4,08,3
2792544,4170,prior,14,6,12,2
1563007,4170,prior,15,2,15,3
2142522,4170,prior,16,5,22,3
1201866,4170,prior,17,1,10,3
3306457,4170,prior,18,5,11,4
2129739,4170,prior,19,1,14,3
3334992,4170,prior,20,6,17,5
1365710,4170,prior,21,5,12,6
3189473,4170,prior,22,1,12,17
517003,4170,prior,23,3,09,16
918478,4170,prior,24,1,12,5
367841,4170,prior,25,5,14,4
1412250,4170,prior,26,0,17,2
141359,4170,prior,27,2,14,9
1531947,4170,prior,28,1,13,6
1409487,4170,prior,29,0,18,13
497956,4170,prior,30,3,15,3
2902353,4170,prior,31,1,12,5
1126385,4170,prior,32,0,13,13
376472,4170,prior,33,2,10,16
1423141,4170,prior,34,1,10,6
603331,4170,prior,35,4,13,3
1219163,4170,prior,36,4,11,7
849201,4170,prior,37,1,13,4
3395073,4170,prior,38,4,09,3
413921,4170,prior,39,1,09,4
732584,4170,prior,40,1,15,7
528111,4170,prior,41,3,09,2
1473084,4170,prior,42,3,11,7
1749013,4170,prior,43,4,12,8
1267307,4170,prior,44,1,11,11
810378,4170,prior,45,3,09,9
979045,4170,prior,46,0,12,4
1203292,4170,prior,47,0,12,14
3168885,4170,prior,48,1,11,8
2077976,4170,train,49,4,15,3
3215517,4171,prior,1,5,08,NA
1735499,4171,prior,2,5,08,0
2742415,4171,prior,3,5,18,14
10431,4171,prior,4,2,13,11
2641434,4171,prior,5,2,13,0
874488,4171,prior,6,5,08,10
1384466,4171,prior,7,2,07,11
3041215,4171,prior,8,2,08,14
556940,4171,prior,9,3,08,15
675707,4171,prior,10,0,14,11
849496,4171,prior,11,4,10,11
3331695,4171,prior,12,4,10,14
716157,4171,prior,13,1,09,18
366051,4171,prior,14,5,08,11
1678210,4171,prior,15,4,14,20
634629,4171,prior,16,3,12,27
1259275,4171,prior,17,2,12,13
3243771,4171,prior,18,5,08,3
3099286,4171,train,19,4,15,30
2213522,4172,prior,1,4,13,NA
119673,4172,prior,2,3,07,20
936079,4172,prior,3,5,13,16
2261484,4172,prior,4,0,15,23
1760674,4172,prior,5,4,12,11
141900,4172,prior,6,5,10,8
1195068,4172,prior,7,0,15,30
127340,4172,prior,8,0,14,7
136983,4172,prior,9,2,13,9
1846832,4172,prior,10,0,16,5
3110324,4172,prior,11,5,18,12
585497,4172,prior,12,5,15,21
1970863,4172,train,13,6,10,8
103541,4173,prior,1,1,16,NA
270940,4173,prior,2,5,17,18
2741489,4173,prior,3,2,15,11
2519211,4173,prior,4,4,02,9
540501,4173,prior,5,6,04,9
2217080,4173,prior,6,2,01,3
297810,4173,prior,7,0,01,12
421517,4173,prior,8,4,11,30
851189,4173,train,9,5,11,22
2678458,4174,prior,1,6,15,NA
2291902,4174,prior,2,6,12,7
2962869,4174,prior,3,4,20,30
1090236,4174,prior,4,3,18,6
2010640,4174,test,5,1,20,5
1221524,4175,prior,1,3,16,NA
1720098,4175,prior,2,6,12,10
1640080,4175,prior,3,6,15,0
1526855,4175,prior,4,6,12,14
356157,4175,prior,5,5,14,13
1213001,4175,prior,6,5,23,7
391911,4175,prior,7,0,12,9
472358,4175,prior,8,0,18,7
1266426,4175,train,9,5,09,12
867019,4176,prior,1,3,15,NA
2182999,4176,prior,2,1,13,5
2264495,4176,prior,3,4,17,17
859030,4176,prior,4,3,20,20
1997809,4176,prior,5,2,09,6
1505460,4176,prior,6,5,16,10
1020795,4176,prior,7,0,08,2
572346,4176,prior,8,1,11,1
1031482,4176,prior,9,1,10,14
81525,4176,prior,10,0,16,13
2162985,4176,prior,11,2,11,2
2996390,4176,prior,12,1,13,6
1944030,4176,prior,13,4,09,3
564982,4176,prior,14,6,18,2
2737730,4176,prior,15,3,10,4
2717911,4176,prior,16,1,10,5
1551939,4176,prior,17,3,13,9
3112561,4176,prior,18,3,14,0
2698654,4176,prior,19,1,17,5
3754,4176,prior,20,3,11,2
79947,4176,prior,21,4,12,1
777461,4176,prior,22,1,16,4
2201569,4176,prior,23,3,13,2
2468774,4176,prior,24,4,12,8
1543003,4176,prior,25,6,13,2
1929183,4176,prior,26,1,14,2
1752691,4176,prior,27,4,14,3
776474,4176,prior,28,1,16,11
962277,4176,prior,29,5,09,4
3126198,4176,prior,30,1,11,3
2365109,4176,prior,31,3,11,2
1651448,4176,prior,32,1,10,5
1200603,4176,prior,33,4,12,3
831392,4176,prior,34,5,12,8
1103786,4176,prior,35,1,10,17
2352106,4176,prior,36,6,15,5
2571780,4176,prior,37,6,18,7
1572976,4176,prior,38,3,10,4
3062154,4176,prior,39,1,17,12
423879,4176,prior,40,4,16,3
680806,4176,prior,41,0,15,3
2753580,4176,test,42,0,07,7
1097550,4177,prior,1,2,13,NA
1189973,4177,prior,2,5,12,3
578968,4177,prior,3,6,14,8
3394440,4177,prior,4,5,12,6
2756574,4177,prior,5,1,14,3
1825505,4177,prior,6,6,13,5
2969561,4177,prior,7,6,13,7
3102147,4177,prior,8,3,15,4
2391237,4177,prior,9,1,13,5
809886,4177,prior,10,2,15,8
1197509,4177,prior,11,5,16,3
2917628,4177,prior,12,6,14,8
2601582,4177,prior,13,4,15,5
2283923,4177,prior,14,3,13,6
2881605,4177,prior,15,4,11,22
1551848,4177,prior,16,3,13,6
970266,4177,prior,17,3,16,7
2760673,4177,prior,18,5,15,16
1830634,4177,prior,19,1,21,10
846743,4177,prior,20,2,12,8
1078223,4177,prior,21,5,14,3
1531369,4177,prior,22,5,15,14
833392,4177,prior,23,2,09,4
2633664,4177,prior,24,2,16,7
769791,4177,prior,25,3,15,8
2178298,4177,prior,26,5,17,2
225062,4177,prior,27,3,16,5
1523165,4177,prior,28,1,13,5
619835,4177,prior,29,4,18,3
1820515,4177,prior,30,1,15,4
714366,4177,prior,31,5,16,4
462102,4177,prior,32,3,15,5
2558097,4177,prior,33,3,13,7
2123568,4177,prior,34,3,13,7
1614006,4177,prior,35,4,16,1
1281491,4177,prior,36,2,14,5
2946542,4177,prior,37,0,14,5
2615476,4177,prior,38,0,13,7
1643072,4177,prior,39,2,16,2
3023594,4177,prior,40,1,19,6
2696605,4177,prior,41,4,15,10
1679492,4177,prior,42,4,18,7
2417642,4177,prior,43,3,15,6
2641182,4177,prior,44,2,18,6
750793,4177,prior,45,0,12,5
2307589,4177,prior,46,3,14,3
2329163,4177,prior,47,5,15,2
3352844,4177,prior,48,3,18,5
238697,4177,prior,49,1,13,5
1998659,4177,test,50,0,18,6
2731340,4178,prior,1,4,15,NA
2029116,4178,prior,2,5,13,1
1820784,4178,prior,3,5,12,21
106249,4178,prior,4,5,12,28
481233,4178,prior,5,1,13,10
2920560,4178,prior,6,2,13,30
848598,4178,prior,7,5,13,3
457982,4178,prior,8,5,16,7
1775958,4178,prior,9,2,14,11
791546,4178,prior,10,3,13,15
12403,4178,prior,11,1,10,19
248878,4178,prior,12,4,15,24
2710700,4178,prior,13,4,16,7
1898522,4178,prior,14,4,15,30
1270489,4178,prior,15,5,16,8
1489976,4178,prior,16,3,08,30
1994249,4178,prior,17,3,16,14
3241832,4178,prior,18,2,15,20
151507,4178,prior,19,1,13,30
2889501,4178,train,20,3,15,9
1830000,4179,prior,1,6,14,NA
1882559,4179,prior,2,0,18,8
442024,4179,prior,3,4,19,4
1051903,4179,prior,4,1,19,11
588409,4179,prior,5,0,18,13
2601406,4179,prior,6,1,15,8
1100211,4179,prior,7,6,11,5
2396545,4179,prior,8,2,16,10
1162963,4179,prior,9,4,18,2
3184024,4179,prior,10,4,20,7
3049826,4179,prior,11,2,18,12
462401,4179,prior,12,4,18,9
645934,4179,prior,13,2,09,12
1201110,4179,prior,14,6,14,4
374088,4179,prior,15,3,18,18
1245541,4179,prior,16,6,09,17
2157657,4179,prior,17,1,13,2
996322,4179,prior,18,0,17,30
2400055,4179,prior,19,6,18,6
2373108,4179,prior,20,4,18,30
115545,4179,prior,21,5,01,8
1750761,4179,prior,22,0,08,9
2968915,4179,prior,23,2,20,2
2077899,4179,prior,24,5,03,10
2844562,4179,prior,25,6,23,22
1187161,4179,prior,26,2,02,3
1911712,4179,prior,27,3,01,8
2905524,4179,prior,28,3,00,7
2128620,4179,prior,29,5,20,9
2807018,4179,prior,30,1,18,3
3239410,4179,prior,31,5,16,11
1017152,4179,prior,32,2,17,11
2652332,4179,prior,33,1,18,6
1743608,4179,prior,34,4,18,3
3331037,4179,test,35,6,11,2
2267178,4180,prior,1,0,17,NA
2553877,4180,prior,2,5,16,19
2094349,4180,prior,3,5,17,14
923744,4180,prior,4,0,16,16
2719714,4180,prior,5,5,15,26
2380583,4180,prior,6,6,10,22
2081520,4180,prior,7,2,16,10
3337375,4180,prior,8,5,15,24
2744751,4180,prior,9,6,16,15
3198397,4180,prior,10,5,11,13
675034,4180,prior,11,5,16,7
1598963,4180,prior,12,4,14,6
2275363,4180,prior,13,2,12,5
2225401,4180,prior,14,6,16,18
2270027,4180,train,15,4,18,5
1927837,4181,prior,1,1,15,NA
3171530,4181,prior,2,6,14,30
1655762,4181,prior,3,3,09,30
1689876,4181,prior,4,5,13,23
2114770,4181,prior,5,5,16,30
3418959,4181,prior,6,1,14,30
3408321,4181,train,7,1,12,30
57738,4182,prior,1,5,15,NA
1740037,4182,prior,2,3,07,5
1640981,4182,prior,3,1,11,12
713159,4182,prior,4,0,09,6
100724,4182,prior,5,1,16,8
1216890,4182,prior,6,6,14,5
3379712,4182,prior,7,1,09,30
2582955,4182,prior,8,6,21,30
644738,4182,prior,9,1,07,16
159322,4182,prior,10,6,14,5
3209034,4182,prior,11,2,14,3
2452305,4182,prior,12,1,08,30
1919241,4182,prior,13,1,16,21
1513228,4182,prior,14,6,12,5
676244,4182,prior,15,1,13,9
1160893,4182,prior,16,5,15,25
266103,4182,prior,17,3,07,5
1196293,4182,prior,18,4,13,8
2793004,4182,test,19,0,12,24
2810664,4183,prior,1,3,10,NA
1978633,4183,prior,2,3,06,28
1563261,4183,prior,3,6,15,30
1313464,4183,prior,4,6,09,14
1869965,4183,train,5,4,17,30
486041,4184,prior,1,6,14,NA
2572713,4184,prior,2,6,13,21
1202202,4184,prior,3,6,18,14
2711537,4184,prior,4,0,12,15
1635247,4184,train,5,5,11,5
2818495,4185,prior,1,5,11,NA
2540943,4185,prior,2,3,09,30
243237,4185,prior,3,2,18,6
2680284,4185,train,4,3,18,8
735837,4186,prior,1,4,08,NA
422877,4186,prior,2,1,19,25
530562,4186,prior,3,1,21,14
1928660,4186,prior,4,0,22,30
819899,4186,prior,5,0,09,28
134807,4186,prior,6,0,13,14
495381,4186,prior,7,2,12,16
91140,4186,prior,8,3,09,30
2339035,4186,prior,9,4,13,30
2202693,4186,prior,10,6,16,30
2577579,4186,prior,11,6,16,0
1389935,4186,prior,12,0,08,22
2336217,4186,test,13,5,09,30
1438963,4187,prior,1,1,10,NA
505991,4187,prior,2,5,12,4
321356,4187,prior,3,6,11,8
1206664,4187,prior,4,1,15,2
368209,4187,prior,5,2,11,1
769644,4187,prior,6,0,12,5
2749790,4187,prior,7,4,14,4
3284536,4187,prior,8,6,17,2
1559761,4187,prior,9,2,09,3
745946,4187,prior,10,6,14,4
2620880,4187,prior,11,6,16,0
3077604,4187,prior,12,4,06,5
1309497,4187,prior,13,6,14,2
3164160,4187,prior,14,4,15,5
1625396,4187,prior,15,6,11,2
2358627,4187,prior,16,0,16,1
1056548,4187,prior,17,1,08,1
1680917,4187,prior,18,6,16,5
2445864,4187,prior,19,2,18,3
946211,4187,prior,20,6,06,4
948092,4187,prior,21,0,09,8
269587,4187,prior,22,4,15,4
2180606,4187,prior,23,0,16,3
3188620,4187,prior,24,1,17,1
1031491,4187,prior,25,4,08,3
767879,4187,prior,26,1,06,4
1521298,4187,prior,27,3,05,2
2282467,4187,prior,28,4,15,1
2895265,4187,prior,29,1,12,4
983150,4187,prior,30,5,17,4
1882330,4187,prior,31,1,08,3
2037056,4187,prior,32,4,11,3
762078,4187,prior,33,0,09,3
2566668,4187,prior,34,2,06,2
3174792,4187,prior,35,2,17,0
1968388,4187,prior,36,5,12,3
325693,4187,prior,37,0,03,2
3174322,4187,prior,38,6,16,6
1296949,4187,prior,39,5,14,6
198424,4187,prior,40,6,09,1
1886091,4187,train,41,1,08,2
651700,4188,prior,1,2,17,NA
549768,4188,prior,2,4,20,30
1443077,4188,prior,3,4,17,30
1025204,4188,train,4,1,13,25
797157,4189,prior,1,0,10,NA
1173559,4189,prior,2,1,15,30
3365749,4189,prior,3,0,09,6
14868,4189,prior,4,0,10,28
681661,4189,prior,5,6,10,13
113012,4189,prior,6,0,10,22
2768944,4189,prior,7,0,14,14
1615352,4189,prior,8,0,14,21
2651635,4189,prior,9,1,09,30
817815,4189,prior,10,1,09,30
1278411,4189,train,11,0,12,20
3389905,4190,prior,1,2,07,NA
2932811,4190,prior,2,4,14,2
1911417,4190,prior,3,3,15,6
3086299,4190,prior,4,4,16,1
722073,4190,prior,5,4,17,0
1207070,4190,prior,6,1,17,4
1360215,4190,prior,7,1,17,7
1970136,4190,prior,8,5,08,4
1093682,4190,prior,9,2,15,4
2913843,4190,prior,10,3,03,8
1297052,4190,prior,11,2,22,6
445907,4190,prior,12,3,16,29
3416807,4190,test,13,3,13,14
899067,4191,prior,1,2,19,NA
2454131,4191,prior,2,0,09,30
2778715,4191,prior,3,6,12,27
2127412,4191,train,4,5,18,13
1351273,4192,prior,1,4,14,NA
274850,4192,prior,2,0,14,3
1092426,4192,prior,3,5,07,5
1412061,4192,prior,4,4,06,6
1649328,4192,prior,5,1,21,4
1499023,4192,prior,6,0,18,6
2687181,4192,prior,7,6,08,6
496373,4192,prior,8,1,15,9
103537,4192,prior,9,6,10,5
2581323,4192,prior,10,0,15,8
2683293,4192,prior,11,5,08,12
2857985,4192,prior,12,5,12,7
49132,4192,prior,13,6,09,8
78948,4192,prior,14,2,06,17
1179390,4192,prior,15,0,08,5
726797,4192,prior,16,4,20,4
2824669,4192,prior,17,5,20,8
3252079,4192,prior,18,2,07,11
93428,4192,prior,19,4,08,2
1271635,4192,prior,20,0,17,3
2634910,4192,prior,21,5,08,5
3154900,4192,prior,22,2,15,4
568076,4192,prior,23,6,14,4
2661062,4192,prior,24,0,11,8
2748605,4192,prior,25,5,18,5
2921724,4192,prior,26,1,20,3
116358,4192,prior,27,6,09,5
803488,4192,prior,28,0,15,8
1783572,4192,prior,29,6,13,13
2918374,4192,prior,30,5,08,6
2226007,4192,prior,31,0,17,2
833719,4192,prior,32,6,16,6
1741311,4192,prior,33,2,18,3
2359426,4192,prior,34,6,17,4
1007400,4192,prior,35,4,15,5
2593636,4192,prior,36,5,16,1
1874848,4192,prior,37,6,16,8
1778488,4192,prior,38,5,17,6
666567,4192,prior,39,3,09,5
2768035,4192,prior,40,1,17,5
2488522,4192,prior,41,0,10,6
417695,4192,prior,42,4,07,4
2255920,4192,prior,43,2,07,5
2331923,4192,prior,44,0,16,5
1014159,4192,prior,45,5,18,5
855343,4192,prior,46,6,10,8
2586259,4192,prior,47,1,18,9
2315594,4192,prior,48,6,21,5
2840597,4192,prior,49,0,13,8
2831267,4192,prior,50,5,20,5
296760,4192,prior,51,6,12,8
787281,4192,prior,52,3,11,4
1414243,4192,prior,53,0,09,11
1631566,4192,prior,54,6,11,6
1422482,4192,prior,55,4,17,5
2449717,4192,prior,56,0,13,3
1902404,4192,prior,57,6,08,6
2463715,4192,prior,58,6,19,7
1789418,4192,prior,59,0,10,8
1221041,4192,prior,60,5,18,5
1174219,4192,train,61,4,07,6
1775260,4193,prior,1,3,11,NA
2763906,4193,prior,2,1,10,5
2053394,4193,prior,3,3,13,9
3054635,4193,prior,4,5,14,2
1117264,4193,prior,5,0,15,30
985427,4193,prior,6,4,15,4
2682953,4193,prior,7,4,12,7
60258,4193,prior,8,6,10,9
2508860,4193,prior,9,5,09,6
435943,4193,prior,10,0,13,9
3238345,4193,prior,11,4,11,4
1799304,4193,prior,12,6,10,16
2360108,4193,prior,13,5,13,6
3310835,4193,prior,14,6,15,8
3036525,4193,prior,15,2,17,3
1192389,4193,prior,16,5,12,3
2147060,4193,prior,17,2,12,4
405616,4193,prior,18,5,19,3
3266114,4193,prior,19,4,14,6
3176655,4193,prior,20,2,14,5
2066077,4193,prior,21,3,19,1
1066936,4193,prior,22,6,19,3
3320103,4193,prior,23,3,12,4
2980038,4193,prior,24,5,15,2
2387065,4193,prior,25,1,21,3
77191,4193,prior,26,6,16,5
265517,4193,prior,27,3,18,4
3293098,4193,prior,28,3,14,7
3215494,4193,prior,29,0,15,4
2102538,4193,prior,30,6,16,6
2613763,4193,prior,31,2,11,3
1428691,4193,prior,32,6,11,4
1023404,4193,prior,33,4,23,5
2861033,4193,prior,34,1,01,4
1661916,4193,prior,35,1,10,7
1720109,4193,prior,36,1,11,7
3289862,4193,prior,37,5,14,4
930428,4193,prior,38,3,15,5
1404727,4193,prior,39,0,16,4
2892787,4193,prior,40,5,17,5
1061507,4193,train,41,5,11,7
1593682,4194,prior,1,1,12,NA
692986,4194,prior,2,4,14,17
397208,4194,prior,3,1,15,4
39876,4194,prior,4,2,14,8
2322011,4194,prior,5,2,13,7
733643,4194,prior,6,3,13,15
1662329,4194,prior,7,3,12,14
202094,4194,prior,8,4,12,8
367144,4194,prior,9,2,14,12
550389,4194,prior,10,2,16,21
1740687,4194,prior,11,1,16,6
136183,4194,prior,12,2,16,15
2212423,4194,prior,13,2,15,7
3291049,4194,prior,14,4,13,2
2800164,4194,prior,15,2,10,12
1279131,4194,prior,16,3,13,8
502333,4194,prior,17,1,15,12
440659,4194,prior,18,1,23,7
2958248,4194,prior,19,1,13,7
126627,4194,prior,20,0,21,6
791065,4194,prior,21,6,11,13
241998,4194,prior,22,5,13,6
481491,4194,prior,23,6,12,8
1831373,4194,prior,24,3,09,4
1599712,4194,prior,25,6,11,3
3097227,4194,prior,26,1,12,2
230266,4194,prior,27,0,19,6
1853376,4194,prior,28,3,11,3
1538485,4194,train,29,4,21,8
2745828,4195,prior,1,0,14,NA
2418726,4195,prior,2,0,16,28
324133,4195,prior,3,3,12,10
1653461,4195,prior,4,6,12,10
2734262,4195,prior,5,0,09,8
440835,4195,test,6,6,08,13
1459870,4196,prior,1,0,16,NA
2397527,4196,prior,2,1,14,30
1539709,4196,prior,3,5,12,25
539035,4196,prior,4,6,15,8
1912403,4196,prior,5,2,14,3
694929,4196,prior,6,5,11,10
2767117,4196,prior,7,6,12,15
2044866,4196,prior,8,6,14,21
2882057,4196,prior,9,0,18,8
2930324,4196,prior,10,6,12,13
3339649,4196,prior,11,3,09,11
1796491,4196,prior,12,2,11,6
144881,4196,prior,13,5,15,3
566939,4196,prior,14,4,18,6
3008623,4196,prior,15,5,18,8
862115,4196,prior,16,0,16,9
3252476,4196,prior,17,5,08,12
1402210,4196,prior,18,2,10,4
388346,4196,prior,19,5,10,3
252877,4196,prior,20,4,08,6
841100,4196,prior,21,3,13,13
3244611,4196,prior,22,0,09,4
1191037,4196,prior,23,6,14,6
1125652,4196,prior,24,6,12,7
793957,4196,prior,25,4,19,5
685248,4196,prior,26,6,10,9
941023,4196,prior,27,4,16,12
895833,4196,prior,28,0,14,17
831878,4196,prior,29,6,09,6
1798293,4196,prior,30,3,17,4
3048796,4196,prior,31,1,13,5
3263460,4196,prior,32,1,09,14
345749,4196,test,33,6,15,5
1467996,4197,prior,1,3,12,NA
2699873,4197,prior,2,5,09,2
878813,4197,prior,3,1,13,10
2436060,4197,prior,4,5,11,4
610695,4197,prior,5,4,07,20
391777,4197,prior,6,3,12,20
1640566,4197,prior,7,5,16,30
1566761,4197,prior,8,3,14,5
1035781,4197,prior,9,6,20,30
196624,4197,train,10,1,18,30
1026805,4198,prior,1,5,17,NA
2123722,4198,prior,2,0,17,2
873160,4198,prior,3,4,16,30
216316,4198,prior,4,1,18,30
926824,4198,prior,5,5,18,30
625060,4198,test,6,1,14,17
1381875,4199,prior,1,1,10,NA
1742903,4199,prior,2,3,16,2
368531,4199,prior,3,2,11,6
2988695,4199,prior,4,4,14,2
3322,4199,prior,5,0,10,3
684607,4199,prior,6,2,12,2
218177,4199,prior,7,6,08,4
143190,4199,prior,8,0,17,1
3141577,4199,prior,9,2,10,2
2921415,4199,prior,10,5,19,3
40725,4199,prior,11,0,15,2
2467150,4199,prior,12,2,10,2
1483372,4199,prior,13,4,14,2
659780,4199,prior,14,0,15,3
2681865,4199,prior,15,1,17,1
724273,4199,prior,16,4,11,10
90076,4199,prior,17,6,08,2
3189525,4199,prior,18,0,18,1
2774705,4199,prior,19,2,14,2
180107,4199,prior,20,1,11,6
239883,4199,prior,21,3,12,2
268304,4199,prior,22,6,10,3
2907722,4199,prior,23,3,11,4
1494432,4199,prior,24,1,13,5
489922,4199,prior,25,4,15,3
1135089,4199,prior,26,6,09,2
661743,4199,prior,27,1,12,2
96163,4199,prior,28,3,13,2
2480664,4199,prior,29,5,13,2
1100287,4199,prior,30,1,14,3
671892,4199,prior,31,4,13,3
1979861,4199,prior,32,1,11,4
2048086,4199,prior,33,3,17,2
324369,4199,prior,34,5,12,2
880455,4199,prior,35,1,05,3
610204,4199,prior,36,3,13,2
1924023,4199,prior,37,6,12,3
3335923,4199,prior,38,1,11,2
180870,4199,prior,39,3,14,2
3350670,4199,prior,40,4,13,1
251416,4199,prior,41,1,12,4
1778982,4199,prior,42,3,12,2
290789,4199,prior,43,6,13,3
488192,4199,prior,44,1,12,2
3260248,4199,prior,45,1,13,0
576948,4199,prior,46,3,15,2
1978917,4199,prior,47,2,11,20
116417,4199,prior,48,6,10,4
420159,4199,prior,49,3,15,4
1295826,4199,prior,50,0,10,4
2806558,4199,prior,51,3,13,3
373705,4199,prior,52,1,06,5
2192792,4199,prior,53,5,14,4
2398204,4199,prior,54,1,17,3
2986380,4199,prior,55,3,11,2
3235903,4199,prior,56,6,21,3
2371662,4199,prior,57,3,12,4
2176903,4199,prior,58,6,17,3
2097334,4199,prior,59,5,14,6
2438809,4199,prior,60,3,12,5
697207,4199,prior,61,5,19,2
141787,4199,prior,62,2,13,4
2230046,4199,prior,63,5,11,3
1606147,4199,prior,64,1,12,3
2723233,4199,prior,65,5,11,4
2988790,4199,prior,66,0,08,2
996631,4199,prior,67,2,10,2
2500279,4199,prior,68,3,16,1
2870469,4199,prior,69,2,12,6
2229637,4199,prior,70,6,11,4
907787,4199,prior,71,3,13,4
464526,4199,prior,72,6,22,3
1912115,4199,prior,73,1,13,2
3296905,4199,prior,74,2,15,8
588543,4199,prior,75,1,09,6
3333049,4199,prior,76,5,06,4
2945841,4199,prior,77,1,07,3
2974275,4199,prior,78,2,15,1
2529189,4199,prior,79,5,14,3
427852,4199,prior,80,5,18,0
2741687,4199,prior,81,1,10,3
388874,4199,prior,82,4,11,3
308129,4199,prior,83,1,11,4
1000543,4199,prior,84,5,14,4
79599,4199,prior,85,1,16,3
2199286,4199,prior,86,6,16,5
317755,4199,prior,87,2,13,3
1982796,4199,prior,88,1,19,6
158695,4199,prior,89,6,12,5
581865,4199,prior,90,0,15,1
1624900,4199,prior,91,4,10,4
2081742,4199,prior,92,5,07,1
2843061,4199,prior,93,1,13,3
588537,4199,prior,94,2,15,1
1237209,4199,prior,95,0,02,26
2594478,4199,prior,96,0,13,0
1630780,4199,prior,97,2,13,2
273367,4199,prior,98,5,13,3
549267,4199,prior,99,4,14,6
1233543,4199,train,100,2,10,5
1456990,4200,prior,1,0,20,NA
2613577,4200,prior,2,1,12,30
780003,4200,prior,3,0,23,27
9998,4200,prior,4,2,22,23
2631175,4200,train,5,1,10,20
1482667,4201,prior,1,6,13,NA
1564276,4201,prior,2,3,19,4
744400,4201,prior,3,2,19,6
1360138,4201,prior,4,3,19,8
1277478,4201,prior,5,3,18,30
78822,4201,prior,6,3,18,14
1394893,4201,prior,7,6,14,10
1188004,4201,prior,8,4,19,12
6769,4201,prior,9,4,17,7
21279,4201,test,10,4,15,30
566692,4202,prior,1,3,08,NA
2899002,4202,prior,2,3,08,0
918885,4202,prior,3,1,16,12
344520,4202,prior,4,1,12,30
